type	latitude	longitude	altitude (m)	name	desc
T	-12.021092086	-76.960843464	271.3		
T	-12.021099262	-76.961000794	271.2		
T	-12.021109315	-76.961187941	271.0		
T	-12.021114456	-76.961281333	271.0		
T	-12.021063789	-76.961509538	270.7		
T	-12.021073954	-76.961730150	270.5		
T	-12.021076449	-76.961793793	270.5		
T	-12.021020182	-76.961963118	270.3		
T	-12.020968492	-76.962193167	270.1		
T	-12.020889684	-76.962523647	270.0		
T	-12.020832991	-76.962660212	270.0		
T	-12.020779282	-76.962860015	270.1		
T	-12.020753928	-76.962991562	270.1		
T	-12.020760023	-76.963117800	270.1		
T	-12.020703752	-76.963254269	270.2		
T	-12.020711123	-76.963412095	269.8		
T	-12.020652624	-76.963517925	269.4		
T	-12.020594063	-76.963623868	269.0		
T	-12.020510624	-76.963827175	268.2		
T	-12.020427545	-76.964063760	267.4		
T	-12.020402545	-76.964195233	267.0		
T	-12.020405905	-76.964258095	266.9		
T	-12.020351493	-76.964459758	266.9		
T	-12.020356433	-76.964588412	266.7		
T	-12.020363529	-76.964748114	266.5		
T	-12.020375648	-76.965001853	266.2		
T	-12.020254384	-76.965153301	266.5		
T	-12.020227196	-76.965254543	266.5		
T	-12.020172540	-76.965457331	266.3		
T	-12.020054577	-76.965672094	266.2		
T	-12.020057717	-76.965735591	266.1		
T	-12.020073329	-76.966018826	266.3		
T	-12.020080505	-76.966144299	266.6		
T	-12.020084094	-76.966207025	266.8		
T	-12.020098443	-76.966457919	267.4		
T	-12.020144028	-76.966703458	268.1		
T	-12.020147478	-76.966766400	268.4		
T	-12.020184356	-76.966854653	268.7		
T	-12.020191294	-76.966980588	269.2		
T	-12.020237406	-76.967224236	270.2		
T	-12.020275606	-76.967344961	270.7		
T	-12.020376934	-76.967452652	271.3		
T	-12.020500048	-76.967364165	271.0		
T	-12.020550678	-76.967133066	270.0		
T	-12.020635866	-76.966959131	269.3		
T	-12.020750559	-76.966748220	268.4		
T	-12.021022009	-76.966507221	266.7		
T	-12.021015359	-76.966381758	266.2		
T	-12.021043368	-76.966312990	265.9		
T	-12.021034239	-76.966123036	265.1		
T	-12.021087504	-76.965922082	264.3		
T	-12.021079346	-76.965764812	264.0		
T	-12.021072048	-76.965606741	264.2		
T	-12.021065601	-76.965480904	264.2		
T	-12.021147399	-76.965210668	264.6		
T	-12.021174131	-76.965110165	264.7		
T	-12.021164835	-76.964921194	264.9		
T	-12.021158668	-76.964795198	265.2		
T	-12.021144980	-76.964511431	265.7		
T	-12.021137324	-76.964353879	266.0		
T	-12.021219040	-76.964084810	266.7		
T	-12.021308270	-76.963973454	267.1		
T	-12.021425499	-76.963793826	267.5		
T	-12.021481723	-76.963657053	267.8		
T	-12.021530519	-76.963362953	268.3		
T	-12.021580070	-76.963101896	268.7		
T	-12.021603468	-76.962940056	269.0		
T	-12.021627665	-76.962810533	269.3		
T	-12.021769883	-76.962534505	269.8		
T	-12.021852303	-76.962299734	270.2		
T	-12.021992019	-76.961960783	270.7		
T	-12.021987513	-76.961867009	270.8		
T	-12.021885582	-76.961694548	271.4		
T	-12.021785302	-76.961553719	271.8		
T	-12.021710965	-76.961313853	271.9		
T	-12.021703714	-76.961157016	272.0		
T	-12.021692679	-76.960939104	272.0		
T	-12.021686431	-76.960814237	272.1		
T	-12.021733073	-76.960492035	273.2		
T	-12.021725567	-76.960335777	273.7		
T	-12.021718063	-76.960179541	274.3		
T	-12.021920781	-76.959866578	274.4		
T	-12.022062412	-76.959595199	274.3		
T	-12.022143503	-76.959364666	274.3		
T	-12.022138749	-76.959271676	274.4		
T	-12.022134572	-76.959178392	274.4		
T	-12.022124049	-76.958960206	274.7		
T	-12.022117028	-76.958804558	274.9		
T	-12.022164016	-76.958484053	275.2		
T	-12.022168884	-76.957985306	276.0		
T	-12.022218764	-76.957761012	276.3		
T	-12.022230912	-76.957385355	276.8		
T	-12.022229250	-76.957354530	276.8		
T	-12.022217349	-76.957106690	277.1		
T	-12.022196981	-76.956704558	277.7		
T	-12.022101286	-76.956622151	278.0		
T	-12.021974917	-76.956543014	278.3		
T	-12.021907816	-76.956426437	278.4		
T	-12.021901427	-76.956302367	278.4		
T	-12.021887458	-76.956023510	278.3		
T	-12.021849368	-76.955871683	278.2		
T	-12.021749767	-76.955759390	278.1		
T	-12.021714023	-76.955670214	278.1		
T	-12.021676893	-76.955549777	278.0		
T	-12.021673960	-76.955487650	278.0		
T	-12.021756279	-76.955259633	278.2		
T	-12.021811614	-76.955128765	278.3		
T	-12.021833601	-76.954939238	278.5		
T	-12.021796449	-76.954818957	278.5		
T	-12.021789919	-76.954695363	278.6		
T	-12.021843342	-76.954534299	278.9		
T	-12.021987160	-76.954332860	279.3		
T	-12.022038735	-76.954141467	279.6		
T	-12.022034036	-76.954048876	280.0		
T	-12.022114746	-76.953823638	281.2		
T	-12.022247986	-76.953407158	283.3		
T	-12.022312956	-76.952875028	284.6		
T	-12.022248719	-76.952819244	284.7		
